ENERGY,TOTFAT,CHOL,TOTALCARB,ADDSUG,PROT,VITD,VITA,VITB2,VITB12,VITC,CALC,SOD,IRON,POT,PHOS,HLTI,VIT_ESS,PROT_IN,LOW_SOD
1,2,0,1,0,1,0,0,1,0,2,0,2,0,1,1,15.29,4.82,5.85,8.33
0,2,2,0,1,0,2,0,2,0,0,1,2,0,2,0,8.74,10.51,5.23,6.33
1,0,1,2,1,1,0,0,0,2,1,2,2,2,1,0,17.58,8.36,8.92,10.78
2,0,1,0,0,0,1,0,0,0,2,2,1,0,1,1,15.58,6.41,8,10.51
2,2,0,2,0,1,2,1,0,1,0,2,1,1,0,1,16.28,8.9,6.47,6.01
2,0,1,0,2,1,2,2,0,1,0,1,1,2,0,2,19.24,12.05,7.09,8.63
1,2,1,2,1,1,2,1,0,2,0,1,1,0,0,2,15.07,10.61,4.01,6.39
1,2,2,0,2,0,2,2,2,1,2,2,1,1,2,1,19.09,20.19,9.19,6.1
2,0,0,1,2,0,0,0,0,1,2,2,2,0,0,0,13.05,6.17,5.53,10.68
0,2,1,1,1,2,1,0,0,0,0,2,0,1,1,0,15.18,4.74,11.95,12.69
1,1,2,1,1,2,1,2,0,1,0,2,2,1,2,1,20.82,8.03,13.49,8.18
2,0,2,0,1,2,1,2,0,1,2,1,1,0,1,1,18.55,10.68,11.24,6.94
1,0,1,1,2,0,0,2,2,1,2,1,1,1,0,1,21.22,16.05,7.42,10.53
0,0,1,2,2,2,2,1,2,2,2,2,1,1,1,1,23.23,20.94,10.41,8.03
0,2,1,0,1,2,1,1,1,1,1,1,1,0,2,2,15.95,2.88,9.93,6.41
2,2,1,0,1,0,0,1,2,2,1,0,2,2,1,2,16.81,10.92,7.25,6.65
2,2,0,2,0,0,1,0,1,2,2,0,0,1,2,0,16.97,10.51,6.17,10.08
1,2,1,1,2,1,0,0,1,1,2,0,0,0,2,0,16.84,4.24,5.96,12.39
1,2,2,1,2,0,1,1,0,0,1,0,0,2,2,2,15.04,2.02,7.87,10
2,0,0,1,2,2,0,2,2,0,1,1,2,2,2,2,23.42,12.63,13.38,10.6
0,1,2,1,0,2,1,0,1,2,2,0,2,2,1,1,18.65,10.33,9.39,6.27
0,2,2,0,0,2,2,1,0,2,1,1,2,2,2,2,16.04,12.68,11.5,4.22
2,2,1,2,2,0,1,1,0,0,0,2,1,2,1,0,12.29,4.01,8.54,8.02
2,1,1,2,0,0,1,1,1,0,1,2,1,1,1,2,18.82,4.87,8.63,10.28
2,2,2,2,0,1,2,1,1,2,2,2,2,1,1,0,18.9,16.34,8.45,6.12
2,1,2,0,1,0,2,2,0,1,2,2,2,1,0,2,17.5,16.7,7.86,6.21
0,2,2,1,2,0,1,2,0,1,1,2,2,1,0,0,11.29,8.5,5.71,6.77
1,1,1,2,0,1,2,1,0,0,1,1,1,1,1,1,20.78,8.84,8.7,10.91
2,1,0,1,2,0,2,2,1,0,0,0,2,2,2,2,19.39,10.96,8,10.16
2,1,0,0,1,1,1,1,0,1,0,1,0,2,2,1,21.96,4.21,9.53,14.94
1,1,2,0,2,1,1,2,1,1,2,0,2,1,0,0,15.38,10.22,5.82,4.74
1,2,0,0,2,0,2,2,0,0,1,1,1,1,2,1,17.32,12.12,9.75,8.21
1,2,2,2,0,0,2,1,2,0,0,0,1,1,0,2,11.82,10.88,4.28,2.35
0,0,2,2,2,1,1,0,0,2,2,1,1,2,2,2,17.4,12.56,6.49,8.14
1,0,2,0,2,2,1,1,0,2,0,0,2,1,1,1,16.95,6.46,11.7,4.77
1,1,2,1,2,1,0,2,1,0,1,0,1,0,1,1,16.07,4.23,5.99,8.05
2,0,1,1,2,1,0,2,0,2,1,0,2,2,0,2,19.35,10.26,5.93,8.66
1,2,0,2,0,1,2,2,2,1,0,1,2,2,0,0,17.17,16.96,6.06,6.28
1,2,0,2,0,2,0,0,2,0,1,1,2,2,1,1,17.35,8.76,12.66,6.69
0,1,0,0,1,2,1,0,0,2,0,1,2,1,1,2,17.23,8.12,11.01,8.42
1,2,1,0,0,1,1,2,1,2,2,1,0,0,0,2,20.2,14.21,5.12,10.37
0,1,1,1,0,2,2,0,2,1,2,2,1,2,1,2,23.18,16.87,11.87,10.06
2,0,1,1,2,2,1,2,2,2,1,2,2,0,2,0,22.67,14.14,11.25,10.04
1,0,0,0,1,1,1,1,1,0,1,1,2,1,1,1,20.12,4.92,9.16,10.8
1,1,2,1,1,2,0,2,1,0,0,0,2,0,2,0,13.45,4.45,9.28,6.5
1,2,0,1,0,2,0,1,1,0,1,0,1,1,1,1,17.24,2.64,11.83,6.23
2,0,1,0,0,2,1,0,0,1,2,1,1,0,1,0,16.22,6.19,11.59,8.51
1,1,2,1,1,2,2,2,2,2,1,1,0,2,2,0,25.98,20.04,13.59,12.43
2,1,2,2,0,2,0,0,0,2,0,1,0,1,1,0,16.6,8.66,12.86,10.94
0,0,0,1,2,2,0,0,1,1,1,2,2,1,0,1,17.92,4.1,9.43,8.1
2,2,1,2,0,1,1,0,0,1,1,2,1,2,1,0,15.83,4.24,8.87,8.45
1,1,2,2,0,2,1,2,0,2,1,1,0,1,1,2,22.93,12.17,12.72,10.87
2,0,0,2,2,1,2,2,1,2,1,0,1,0,1,1,20.71,12.71,4.9,8.96
1,2,0,2,2,0,0,2,0,1,2,1,1,0,0,0,11.28,10.13,4.7,6.67
0,0,1,0,2,2,1,0,1,1,0,2,0,2,2,0,17.52,4.28,11.83,12.39
0,0,0,2,0,2,0,1,2,0,2,1,0,1,0,0,17.85,12.5,8.77,10.92
1,0,0,1,0,0,0,1,2,2,2,0,0,1,1,0,21.18,14.77,7.98,14.16
2,2,1,1,1,0,2,0,2,2,0,0,2,0,0,0,12.12,12.43,3.5,6.65
2,1,0,1,0,0,1,0,1,2,2,1,0,2,0,1,22.97,12.53,7.98,14.37
2,2,0,0,1,1,0,0,0,0,2,0,1,1,0,1,12.99,6.36,5.63,4.7
1,2,0,2,0,0,0,1,2,2,0,1,1,2,1,2,17.81,12.03,8.55,8.41
1,1,2,2,0,2,1,1,2,0,2,0,0,0,0,0,14.7,8.55,6.73,6.81
1,1,1,1,2,0,1,2,2,1,2,0,1,2,1,2,22.26,14.31,7.67,10.37
0,1,1,0,1,0,2,0,0,1,1,0,2,0,1,0,10.05,4.71,3.68,8.55
2,2,0,0,2,2,1,0,0,0,0,2,2,2,1,2,15.13,4.5,13.02,6.12
1,0,1,2,0,2,1,1,1,2,2,0,2,2,0,0,17.6,10.29,8.6,4.7
0,0,1,0,1,1,2,2,2,0,0,2,0,2,0,2,20.79,16.23,5.3,12.84
1,2,2,2,2,2,2,2,1,2,2,2,2,1,0,0,17.58,20.88,10.89,2.99
0,0,2,1,1,1,0,1,2,1,2,1,2,1,1,0,18.68,12.63,7.26,10.79
2,1,0,1,2,2,0,2,0,1,1,1,0,0,0,0,18.95,6.01,9.53,12.68
1,1,2,1,0,2,2,0,1,1,2,0,2,1,0,1,18.71,10.31,9.73,4.19
0,2,1,0,0,1,2,2,0,0,2,1,2,0,0,2,14.56,14.43,3.67,6.09
1,0,0,2,1,0,2,1,0,1,1,2,1,0,2,0,15.29,6.73,6.42,10.57
2,0,2,2,1,1,1,0,0,0,0,2,0,1,2,1,17.02,4.95,8.86,12.99
1,0,1,2,1,2,1,0,1,0,1,2,1,0,2,1,17.54,2.12,10.66,8.34
1,0,0,1,1,0,2,2,1,2,0,2,0,1,2,1,25.8,16.02,9.53,16.32
2,0,1,2,2,2,0,0,1,1,0,2,1,2,0,1,16.16,4.99,10.77,6.6
0,2,2,0,2,1,0,2,1,1,1,2,1,1,1,2,15.12,8.72,7.8,6.93
2,1,2,2,0,1,2,1,1,2,1,2,2,2,1,2,21.89,12.14,8.89,8.09
2,1,0,1,1,2,1,0,1,2,2,1,1,2,0,1,22.26,12.05,11.72,8.42
0,0,1,0,1,1,2,0,0,1,2,1,1,1,1,1,19.03,12.18,7.71,10.55
1,1,2,1,1,2,0,1,1,1,0,2,2,1,2,1,19.9,4.96,13.41,8.3
2,0,0,1,0,2,1,0,0,1,1,2,1,2,0,0,17.38,4.13,11.73,8.37
0,1,1,2,2,2,0,0,2,0,2,1,0,1,1,0,18.53,12.73,10.23,12.05
1,1,1,1,2,1,2,0,1,1,1,1,2,2,2,0,21.49,8.75,9.78,12.97
2,1,1,2,0,0,2,0,1,1,1,0,2,1,2,2,17.72,6.92,6.42,8.82
2,2,0,2,1,0,0,0,1,2,0,2,0,2,0,0,13.87,8.32,6.03,10.86
0,1,0,2,2,1,2,0,1,2,0,2,0,1,1,0,19.8,12.26,6.38,14.27
2,0,2,1,0,0,1,0,0,2,2,1,1,1,0,0,15.71,12.27,7.63,8.91
0,0,1,1,2,0,2,2,2,2,0,1,0,1,0,1,22.7,20.59,5.86,14.06
0,0,1,2,1,1,1,2,0,0,0,1,0,1,0,0,15.47,8.71,4.29,12.07
1,1,2,2,2,0,2,2,0,2,2,0,1,2,2,2,18.66,18.24,6.82,6.48
2,1,0,2,2,1,1,2,0,0,2,2,0,0,0,0,17.41,10.79,4.33,12.2
0,2,0,0,0,1,2,0,1,2,0,0,2,0,0,2,11.25,8.07,1.2,4.74
1,0,2,2,0,0,2,0,0,2,1,2,2,1,2,0,15.12,12.92,8.74,8.82
2,1,0,1,2,0,1,2,2,0,0,2,0,0,1,1,21.32,10.1,7.83,16.74
1,0,0,0,2,0,2,1,1,1,1,2,2,0,0,0,14.93,6.69,5.82,8.98
1,0,1,0,1,1,2,0,2,0,2,1,2,0,0,2,18.19,14.46,5.49,8.76
0,0,2,1,0,1,0,0,0,2,1,0,2,2,1,1,15.83,6.18,5.94,8.28
2,0,2,1,0,2,2,2,2,0,0,0,1,0,2,2,18.42,12.04,9.92,6.84
2,1,2,2,1,2,2,0,1,2,2,0,1,0,1,0,15.91,12.73,8,4.53
2,0,2,0,1,1,2,1,1,2,2,2,1,2,1,2,22.53,16.77,9.57,8.52
2,2,0,2,2,1,2,2,0,0,0,2,2,1,1,2,18.16,12.77,8.09,8.32
1,0,2,0,0,1,2,1,0,0,2,2,1,1,1,2,19.11,12.77,9.11,8.84
2,2,0,1,0,2,1,1,1,0,1,0,1,2,1,1,18.04,2.94,11.43,6.57
1,0,0,1,0,2,1,0,1,0,1,1,0,2,0,1,21.63,4.6,11.72,12.8
1,0,1,2,0,0,1,1,0,2,0,2,1,0,0,0,12.18,6.15,4.59,8.09
0,2,1,1,2,1,0,1,1,2,2,0,2,1,0,0,14.02,10.67,3.15,6.4
2,2,1,0,1,1,0,0,1,1,1,2,1,1,2,1,17.63,4.57,9.36,8.56
1,0,1,2,0,1,1,1,1,2,2,0,1,0,2,0,17,8.19,4.09,8.94
1,0,0,0,1,1,2,0,0,1,1,1,2,2,2,1,20.31,8.8,9.39,10.15
0,0,1,0,0,1,0,2,0,1,1,1,0,1,2,2,20.42,8.31,7.87,14.47
0,0,2,1,1,2,0,0,2,0,1,0,0,0,0,1,13.38,4.8,5.03,8.25
2,2,1,1,0,1,2,1,1,0,1,1,1,1,1,2,21.79,8.98,9.25,10.45
0,2,1,2,2,0,2,2,2,0,0,1,2,0,2,0,12.87,14.83,4.03,8.93
2,0,1,0,0,1,1,1,0,1,0,0,1,2,2,2,17.68,2.34,7.34,8.75
0,0,2,2,1,1,1,1,0,2,2,2,0,2,0,0,16.42,12.29,4.89,10.08
1,2,1,2,2,0,0,0,1,1,0,0,2,0,1,0,9,0.76,4.19,6.91
2,0,0,2,2,0,2,1,2,2,1,0,0,2,1,2,22.38,14.53,6.79,12.54
0,0,1,0,2,1,0,2,2,2,2,1,1,2,1,0,20.07,20.46,7.12,10.2
1,0,2,2,1,0,0,1,0,0,1,1,0,0,2,2,14.18,2.22,6.08,12.94
0,2,1,1,0,2,2,0,2,1,0,2,1,1,1,0,17.45,12.16,11.86,8.18
2,0,2,1,0,1,1,2,0,2,2,1,0,0,0,2,21.26,14.66,5.85,12.87
0,2,0,2,0,1,1,0,2,1,2,2,0,1,1,2,20.61,12.91,6.11,12.22
1,0,1,0,2,2,1,1,0,0,2,0,2,2,2,1,18.65,6.79,11.71,6.21
1,0,0,0,0,0,0,2,1,1,1,2,2,1,0,2,17.5,8.58,7.85,8.57
2,0,1,0,2,0,2,2,2,2,2,1,0,0,1,1,24.71,22.82,7.4,14.24
0,2,1,0,0,1,0,1,0,1,0,0,0,1,0,1,12.37,2.06,3.43,8
2,2,2,1,1,1,1,0,2,0,0,0,0,1,1,2,17.78,6.47,7.61,10.14
1,1,1,1,0,1,0,1,0,2,1,1,2,1,0,1,20.2,8.27,7.37,10.78
2,2,1,0,0,0,2,1,2,1,0,2,2,0,2,2,16.4,10.19,7.74,8.43
2,2,2,2,0,1,0,1,1,1,1,0,1,1,1,1,14,2.97,6.34,4.73
2,1,0,2,1,1,2,0,0,1,0,0,2,1,2,2,17.37,6.24,6.42,8.07
2,1,0,0,0,2,0,2,2,1,2,1,2,1,0,1,21.48,16.9,11.39,6.12
0,1,2,0,1,2,1,0,0,2,1,0,0,2,0,0,12.64,6.78,7.05,6.45
0,2,2,1,2,0,0,1,0,1,0,0,1,1,2,1,10.15,2.02,5.4,6.64
1,1,0,0,2,1,2,2,1,1,1,0,0,1,2,0,21.57,10.26,7.15,12.84
0,0,0,1,0,1,2,2,1,1,2,1,0,2,1,2,26.44,16.95,7.89,16.18
1,1,2,1,2,1,2,1,0,0,1,0,0,0,2,0,16.67,4.4,5.78,12.96
0,0,0,0,1,1,0,1,1,2,2,2,2,0,0,1,16.28,10.97,3.18,8.5
0,1,2,0,1,2,0,2,0,0,1,0,0,0,2,1,13.18,4.5,7.23,8.07
1,0,1,0,1,0,2,2,0,2,0,2,1,2,1,1,20.24,16.99,9.33,10.38
0,1,1,0,1,1,0,0,1,0,2,1,2,0,0,2,13.06,6.51,3.92,8.11
1,1,1,1,2,2,2,1,0,1,0,0,1,1,0,2,18.5,6.02,9.45,6.75
0,0,2,2,0,2,0,2,1,2,1,1,0,0,0,0,14.38,10.3,6.25,8.31
0,2,1,1,2,1,1,0,1,0,2,2,0,0,2,1,18.37,6.4,5.62,14.93
2,1,1,0,2,0,0,0,2,1,2,2,1,1,2,1,19.33,12.49,9.33,10.16
2,0,2,1,1,1,0,0,0,2,2,2,0,1,0,2,20.32,12.68,7.25,12.45
0,0,1,0,0,2,2,1,0,1,1,1,1,0,0,0,13.37,6.82,7.94,6.89
1,1,2,0,2,2,2,2,2,1,2,0,2,2,1,1,21.32,18.91,11.29,4.37
1,2,2,2,2,0,1,0,1,0,0,2,2,0,0,2,8.43,2.75,4.14,4.28
1,1,0,0,2,0,2,1,0,1,2,1,2,0,2,0,16.69,10.34,7.94,10.87
1,0,2,2,1,0,0,0,1,0,2,0,1,1,0,2,11.12,6.95,4.07,4.68
1,1,2,2,0,1,1,2,0,0,2,2,1,0,1,0,15.78,10.43,6.71,8.75
1,2,0,1,1,2,2,0,1,1,1,1,0,1,0,1,21.52,8.89,11.98,10.55
1,2,0,1,0,1,1,1,0,1,2,1,0,1,2,2,24,8.91,9.69,14.83
1,1,2,0,1,0,2,0,2,1,0,1,0,1,1,0,17.52,12.29,9.69,12.14
2,1,1,1,0,0,2,1,1,2,0,1,2,0,2,2,20.56,10.18,7.39,12.57
2,1,2,1,1,2,1,0,1,2,0,0,2,2,0,0,14.05,6.69,9.78,4.92
0,1,2,1,0,1,0,0,2,1,1,0,1,0,0,2,12.84,4.23,1.75,6.76
1,1,0,1,0,1,0,1,0,1,2,1,1,2,1,0,20.01,8.94,9.07,12.71
1,0,2,2,0,1,1,2,2,1,0,1,0,1,2,0,20.99,12.22,8.49,12.46
1,2,0,1,0,2,2,2,2,1,1,0,1,1,0,1,20.8,14.42,9.47,4.54
2,0,0,0,2,0,0,2,2,0,1,1,2,1,2,2,19.85,12.68,9.95,10.6
1,0,0,2,2,2,1,2,2,0,0,1,2,1,2,0,19.18,12.3,12.07,8.17
2,0,2,2,0,1,1,2,0,1,1,0,0,1,1,2,19.02,6.88,6.02,10.14
0,0,1,1,2,0,1,2,1,1,0,0,0,0,0,0,13.67,4.97,1.92,12.42
0,1,1,1,0,2,0,2,1,2,1,1,0,1,2,0,22.87,12.71,11.17,14.62
1,0,0,2,2,0,1,2,2,2,1,1,2,1,1,0,20.67,16.64,8.68,10.06
2,1,2,1,1,0,2,1,0,2,0,2,1,2,0,2,17.89,12.95,7.2,8.12
1,2,1,2,0,1,1,2,2,0,0,1,2,1,1,2,19.13,12.22,8.87,8.63
0,1,1,0,2,1,1,2,1,1,2,2,2,2,1,2,21.42,12.07,7.99,10.17
2,2,1,1,1,1,2,1,0,2,0,1,2,1,0,0,17.65,12.14,7.07,8.22
2,0,2,2,0,1,2,1,1,1,1,0,1,0,1,2,16.76,4.55,4.77,6.51
1,1,2,1,1,1,2,1,2,0,0,1,1,0,0,2,17.83,10.35,5.8,8.03
2,1,1,1,0,2,0,2,0,2,1,0,2,1,2,2,21.88,10.55,11.83,8.05
1,1,2,2,1,2,1,0,0,0,2,1,0,1,1,2,19.18,8.74,12.78,10.92
1,1,2,0,1,2,2,1,0,0,0,0,0,2,1,2,17.51,6.39,11.55,8.77
1,1,2,2,2,2,1,2,0,2,1,1,0,1,0,0,18.5,12.43,10.77,8.92
0,1,1,1,1,2,0,1,1,2,1,2,2,1,2,2,21.42,8.07,11.98,10.08
2,0,1,0,2,2,0,0,1,2,0,1,1,2,2,1,19.82,8.74,13.38,8.59
2,0,2,1,1,0,0,0,1,2,1,0,0,2,1,1,18.76,6.32,7.87,12.34
1,0,0,2,1,1,0,1,2,2,2,2,0,1,0,2,23.02,16.23,6.81,12.57
2,1,0,1,2,1,2,0,1,0,2,2,1,0,0,2,19.49,10.59,5.62,10.16
2,2,1,2,2,0,2,1,2,0,1,0,2,2,1,2,16.19,10.15,6.91,6.62
2,2,2,2,1,0,2,1,0,1,1,1,1,0,0,2,11.37,6.93,4.55,4.81
1,0,0,2,2,0,0,0,0,2,1,0,1,2,2,2,15.68,6.89,6.01,8.33
1,0,1,1,0,2,2,2,1,2,1,0,0,1,0,1,24.49,14.54,9.62,10.73
0,0,1,1,0,1,1,1,2,2,1,2,0,1,1,1,25.11,12.18,7.16,16.45
0,1,2,0,1,0,1,1,1,2,0,2,2,2,1,1,15.88,8.87,7.66,8.1
0,2,2,2,1,2,2,2,2,1,2,2,1,0,1,2,17.88,18.1,8.17,4.98
2,1,1,1,1,2,1,0,2,0,0,1,2,1,1,0,19.6,8.67,13.77,10.41
2,1,1,0,1,2,2,0,2,1,0,0,1,1,0,1,17.78,10.14,9.46,4.47
2,0,2,2,1,0,0,2,1,0,2,0,2,0,0,0,9.36,8.74,2.08,4.44
0,2,1,0,2,2,0,2,2,0,0,1,0,1,2,0,16.89,12.03,11.57,10.5
2,1,2,2,1,2,1,1,0,2,2,1,1,0,2,0,16.3,10.93,10.84,6.74
2,2,1,2,1,2,0,2,2,2,1,2,1,2,0,0,17.3,16.42,10.16,4.2
2,2,1,1,0,1,2,1,2,2,1,2,2,0,2,2,22.13,14.72,7.68,10.16
2,2,0,0,0,2,2,2,1,2,1,1,2,1,0,0,18.41,16.04,11.07,4.21
1,2,1,0,2,0,1,1,1,2,0,1,0,1,2,0,17.88,8.26,9.72,12.98
1,2,2,1,1,2,0,1,1,2,2,2,0,2,1,0,20.97,12.52,13.21,10.78
0,1,1,2,0,1,0,1,0,0,2,1,2,1,2,1,17.81,8.65,6.54,10.03
1,0,2,1,0,0,0,2,0,0,1,1,1,0,0,2,13.25,6.32,5.61,8.52
0,2,1,1,2,1,0,1,0,2,2,1,0,1,0,1,19.2,12.21,5.28,12.78
1,2,1,0,0,0,1,0,2,1,1,0,0,0,2,0,13.19,4.92,5.2,10.25
1,2,1,2,1,2,0,2,0,0,2,1,0,1,2,1,20.71,12.19,12.65,10.41
1,2,0,2,1,1,1,1,2,0,1,2,1,1,2,0,17.05,8.46,8.85,8.77
0,1,2,0,1,2,1,1,2,1,2,0,1,2,2,2,17.04,10.74,9.79,4.86
2,2,1,2,1,0,1,1,1,0,2,1,1,0,1,0,13.55,6.57,6.71,8.89
2,0,2,2,1,1,1,1,0,1,1,1,2,0,2,0,14.63,2.41,6.49,8.98
0,0,1,1,2,0,0,1,1,2,0,1,0,0,2,0,16.33,6.16,5.8,16.38
2,0,2,1,0,2,0,1,2,1,2,2,1,2,0,1,20.05,12.93,11.78,6.15
1,1,0,0,2,2,2,1,2,1,0,1,0,1,0,2,22.43,12.5,11.17,10.07
2,2,0,2,0,0,2,0,1,1,1,2,1,2,1,0,15.16,8.59,8.57,8.6
1,2,1,0,1,1,2,0,1,0,2,0,1,0,1,2,15.89,8.85,5.6,6.39
2,0,2,0,2,2,0,0,1,0,2,0,0,2,1,0,15.36,6.84,11.12,8.44
1,1,0,0,2,1,1,0,1,0,2,2,2,0,1,1,18.44,6.1,7.35,10.92
2,1,1,1,1,1,0,0,1,0,0,2,2,1,1,1,19.85,4.3,9.88,12.95
0,0,2,0,0,0,0,0,1,1,0,1,1,2,0,1,10.76,4.93,5.96,6.86
2,0,2,0,1,2,0,1,1,1,2,0,0,2,2,0,17.01,6.57,11.69,8.75
1,1,0,0,2,2,2,0,1,2,0,2,2,1,1,2,21.15,12.1,13.01,8.92
2,0,1,2,1,2,0,2,1,0,0,1,0,0,0,2,17.28,6.84,8.96,10.53
1,2,2,1,2,1,1,2,0,2,1,0,2,0,2,2,16.88,8.55,5.47,6.02
2,0,0,2,0,1,1,1,2,2,1,1,1,2,2,1,23.4,12.9,8.76,10.19
2,1,2,2,2,2,0,0,2,1,2,2,1,2,2,0,17.7,12.08,12.85,6.23
1,1,2,2,2,1,1,0,2,2,1,2,1,2,0,2,18.41,12.67,6.98,6.12
2,1,2,1,2,0,0,2,1,0,0,0,1,0,0,0,9.41,4.06,3.35,6.45
2,0,2,0,0,0,1,0,0,0,1,1,0,0,1,1,14.2,2.68,7.32,12.23
2,2,1,0,0,0,0,1,1,1,2,0,2,1,1,1,15.67,6.55,7.44,6.66
2,0,1,0,1,2,1,0,1,0,0,0,2,2,1,2,16.08,2.23,11.43,6.95
1,1,0,0,2,2,1,2,0,2,0,1,2,1,2,2,21.56,12.99,13.28,8.37
2,1,2,2,1,1,0,0,0,1,1,2,0,0,2,1,16.29,2.12,6.92,12.32
1,2,0,0,2,0,1,0,2,2,2,1,1,2,2,2,19.34,16.08,9.27,8.68
0,0,0,0,2,2,2,0,0,0,2,0,0,0,2,1,16.68,8,7.32,10.86
0,0,2,2,0,1,0,0,2,0,1,1,2,1,0,0,11.37,8.32,4.09,6.81
1,0,0,2,2,2,2,1,1,2,0,0,0,2,1,2,22.45,10.78,10.89,10.1
2,2,2,1,0,1,1,0,0,2,1,2,2,2,1,2,18.49,8.96,9.88,8.35
2,0,2,2,2,1,1,0,1,0,0,1,0,1,0,1,16.91,4.32,6.34,10.02
0,2,0,2,0,1,1,0,1,0,1,1,0,1,1,1,17.77,4.46,6.3,12.26
1,1,2,1,2,1,2,1,1,1,1,1,0,1,1,1,24.17,8.93,9.4,14.73
1,2,1,2,2,1,1,1,0,1,1,0,1,2,1,2,16.82,2.58,6.28,6.88
2,1,2,2,2,0,1,0,0,1,1,2,2,1,1,0,13.75,4.04,8.34,8.8
2,0,0,2,2,0,1,2,2,0,1,1,2,2,0,2,18.55,12.8,6.93,8.02
2,0,1,2,2,0,2,0,2,2,2,0,0,2,1,1,22.65,18.32,6.06,12.24
0,1,1,2,1,0,2,2,2,1,2,0,1,0,2,0,15.68,16.38,2.72,8.59
0,1,0,0,1,0,0,2,2,1,2,1,1,1,0,0,15.56,16.81,5.61,8.32
2,2,1,0,2,2,0,0,1,1,2,1,1,2,0,0,14.13,8.31,11.87,4.32
2,2,0,2,1,2,0,2,2,2,1,0,1,0,1,0,15.87,12.95,8.43,4.94
2,1,0,2,1,0,1,1,1,1,2,1,0,2,2,1,22.97,8.61,8.25,14.51
0,1,1,1,2,2,2,2,2,0,2,1,2,1,1,0,22.08,20.18,11.37,10.17
1,0,2,0,1,1,0,0,2,2,2,2,0,2,2,0,20.48,16.15,9.7,12.38
0,0,1,2,2,1,0,1,0,0,2,0,2,0,0,2,11.4,4.75,0.31,6.3
0,2,2,2,1,1,2,2,2,0,2,2,1,2,0,1,16.83,20.03,4.96,4.92
1,1,0,2,0,1,1,1,1,1,1,2,2,1,2,2,21.51,4.89,8.37,10.77
0,1,2,0,2,1,2,1,2,1,0,2,2,2,0,0,14.27,12.9,5.86,6.15
0,2,0,2,0,1,1,2,2,1,1,0,0,2,0,2,17.49,10.3,2.7,8.15
0,1,0,1,2,0,1,2,2,0,2,2,1,1,2,2,21.08,16.67,7.36,12.06
0,0,2,2,1,2,2,1,0,2,1,1,2,2,2,0,16.96,12.93,10.53,6.32
2,1,1,1,2,0,0,1,1,2,2,0,2,0,2,2,18.07,8.88,5.03,10.43
1,2,1,2,2,1,0,2,0,1,0,0,1,0,0,0,9.43,4.13,2.65,4.49
1,0,2,0,0,2,0,0,0,2,0,2,2,2,0,0,12.67,8.86,11.12,4.96
0,2,2,0,2,1,0,0,2,1,2,2,0,2,2,2,17.86,12.86,7.11,10.68
0,1,2,2,1,2,1,2,2,0,1,0,2,1,1,0,14.62,10.03,8.85,4.72
2,0,1,2,0,2,1,1,2,0,1,1,1,0,0,2,17.6,6.53,8.18,6.94
0,0,2,2,2,2,1,2,0,0,0,0,1,1,0,2,11.28,6.49,6.33,2.67
2,0,0,2,1,1,1,1,2,1,2,0,0,0,0,0,17.2,8.42,2.16,10.2
1,2,0,2,1,2,0,1,1,2,1,2,0,2,0,1,19.59,8.57,10.24,8.96
2,1,2,0,0,1,0,2,0,2,1,1,2,0,0,0,13.82,10.5,5.57,6.55
1,2,2,0,2,1,1,0,1,2,2,1,0,2,0,1,18.62,12.78,7.41,8.26
1,0,2,1,2,1,2,1,2,2,0,1,2,2,1,1,23.42,16.82,9.38,10.03
1,0,2,2,2,1,0,0,0,0,2,0,1,1,0,2,12.16,6.8,4.81,4.29
0,2,1,1,0,1,0,0,1,2,2,1,2,1,2,2,19.01,12.84,7.38,10.9
1,0,0,2,0,2,1,1,1,2,1,0,0,0,1,2,20.06,4.67,8.73,10.71
1,0,0,1,2,1,0,1,2,2,1,0,0,1,1,1,24.09,10.98,7.11,14.48
0,1,0,0,0,2,1,0,2,0,0,0,1,2,2,0,13.47,6.83,9.5,6.84
2,0,0,2,2,2,2,1,0,2,2,1,0,2,1,2,25.54,16.11,12.6,12.45
2,1,1,1,2,1,1,2,2,0,1,1,0,0,0,1,22.17,10.54,5.63,14.33
0,1,2,2,1,2,1,2,1,2,1,0,2,1,0,2,15.82,10.35,6.77,2.91
2,1,2,0,1,0,0,2,2,1,1,1,1,2,1,2,18.87,12.52,9.31,8.5
1,2,0,1,0,2,1,2,1,0,2,1,0,1,2,2,24.81,12.43,13.26,12.95
0,2,0,2,2,1,1,2,1,2,0,0,2,0,2,2,14.77,8.14,2.55,6.03
0,1,2,2,2,2,0,0,1,1,2,2,2,2,1,2,16.34,8.27,10.18,6.65
2,0,2,2,0,0,2,0,2,0,1,2,0,1,2,2,19.92,12.94,8.69,12.25
0,1,2,2,2,2,1,0,0,0,1,2,1,1,2,1,14.66,4.48,10.68,6.63
0,1,1,1,2,0,2,1,0,1,2,1,2,2,1,0,18.09,12.18,7.32,12.56
0,2,1,2,0,2,0,0,1,0,2,0,0,1,0,1,13.61,6.51,6.2,6.95
2,0,1,2,2,1,1,0,2,1,1,1,0,2,2,1,23.47,8.68,8.43,14.25
1,0,2,2,0,2,2,1,1,0,1,1,0,2,0,0,17.75,8.44,10.27,8.36
2,1,1,0,0,0,0,1,1,2,1,0,0,0,1,0,15.19,4.98,5.31,12.89
