ENERGY,TOTFAT,CHOL,TOTALCARB,ADDSUG,PROT,VITD,VITA,VITB2,VITB12,VITC,CALC,SOD,IRON,POT,PHOS,HLTI,VIT_ESS,PROT_IN,LOW_SOD
1,2,0,1,0,1,0,0,1,0,2,0,2,0,1,1,0.442,0.192,0.41,0.468
0,2,2,0,1,0,2,0,2,0,0,1,2,0,2,0,0.174,0.424,0.365,0.345
1,0,1,2,1,1,0,0,0,2,1,2,2,2,1,0,0.535,0.336,0.632,0.619
2,0,1,0,0,0,1,0,0,0,2,2,1,0,1,1,0.453,0.257,0.566,0.602
2,2,0,2,0,1,2,1,0,1,0,2,1,1,0,1,0.482,0.358,0.455,0.326
2,0,1,0,2,1,2,2,0,1,0,1,1,2,0,2,0.603,0.487,0.5,0.486
1,2,1,2,1,1,2,1,0,2,0,1,1,0,0,2,0.433,0.428,0.276,0.349
1,2,2,0,2,0,2,2,2,1,2,2,1,1,2,1,0.597,0.818,0.652,0.331
2,0,0,1,2,0,0,0,0,1,2,2,2,0,0,0,0.35,0.247,0.387,0.612
0,2,1,1,1,2,1,0,0,0,0,2,0,1,1,0,0.437,0.189,0.852,0.736
1,1,2,1,1,2,1,2,0,1,0,2,2,1,2,1,0.667,0.323,0.964,0.459
2,0,2,0,1,2,1,2,0,1,2,1,1,0,1,1,0.575,0.431,0.801,0.383
1,0,1,1,2,0,0,2,2,1,2,1,1,1,0,1,0.684,0.65,0.524,0.603
0,0,1,2,2,2,2,1,2,2,2,2,1,1,1,1,0.766,0.849,0.74,0.45
0,2,1,0,1,2,1,1,1,1,1,1,1,0,2,2,0.469,0.113,0.706,0.35
2,2,1,0,1,0,0,1,2,2,1,0,2,2,1,2,0.504,0.441,0.511,0.365
2,2,0,2,0,0,1,0,1,2,2,0,0,1,2,0,0.51,0.424,0.433,0.576
1,2,1,1,2,1,0,0,1,1,2,0,0,0,2,0,0.505,0.169,0.418,0.717
1,2,2,1,2,0,1,1,0,0,1,0,0,2,2,2,0.431,0.078,0.556,0.571
2,0,0,1,2,2,0,2,2,0,1,1,2,2,2,2,0.774,0.51,0.956,0.607
0,1,2,1,0,2,1,0,1,2,2,0,2,2,1,1,0.579,0.417,0.666,0.342
0,2,2,0,0,2,2,1,0,2,1,1,2,2,2,2,0.472,0.512,0.819,0.216
2,2,1,2,2,0,1,1,0,0,0,2,1,2,1,0,0.319,0.159,0.605,0.449
2,1,1,2,0,0,1,1,1,0,1,2,1,1,1,2,0.586,0.194,0.611,0.588
2,2,2,2,0,1,2,1,1,2,2,2,2,1,1,0,0.589,0.662,0.598,0.332
2,1,2,0,1,0,2,2,0,1,2,2,2,1,0,2,0.532,0.676,0.555,0.338
0,2,2,1,2,0,1,2,0,1,1,2,2,1,0,0,0.278,0.342,0.4,0.372
1,1,1,2,0,1,2,1,0,0,1,1,1,1,1,1,0.666,0.356,0.616,0.627
2,1,0,1,2,0,2,2,1,0,0,0,2,2,2,2,0.609,0.442,0.566,0.58
2,1,0,0,1,1,1,1,0,1,0,1,0,2,2,1,0.714,0.167,0.677,0.874
1,1,2,0,2,1,1,2,1,1,2,0,2,1,0,0,0.445,0.412,0.408,0.248
1,2,0,0,2,0,2,2,0,0,1,1,1,1,2,1,0.525,0.49,0.693,0.461
1,2,2,2,0,0,2,1,2,0,0,0,1,1,0,2,0.3,0.439,0.296,0.101
0,0,2,2,2,1,1,0,0,2,2,1,1,2,2,2,0.528,0.508,0.456,0.456
1,0,2,0,2,2,1,1,0,2,0,0,2,1,1,1,0.509,0.259,0.834,0.249
1,1,2,1,2,1,0,2,1,0,1,0,1,0,1,1,0.473,0.168,0.42,0.451
2,0,1,1,2,1,0,2,0,2,1,0,2,2,0,2,0.607,0.414,0.416,0.488
1,2,0,2,0,1,2,2,2,1,0,1,2,2,0,0,0.518,0.687,0.425,0.342
1,2,0,2,0,2,0,0,2,0,1,1,2,2,1,1,0.526,0.353,0.904,0.367
0,1,0,0,1,2,1,0,0,2,0,1,2,1,1,2,0.521,0.327,0.784,0.474
1,2,1,0,0,1,1,2,1,2,2,1,0,0,0,2,0.642,0.575,0.357,0.593
0,1,1,1,0,2,2,0,2,1,2,2,1,2,1,2,0.764,0.683,0.846,0.574
2,0,1,1,2,2,1,2,2,2,1,2,2,0,2,0,0.743,0.572,0.801,0.573
1,0,0,0,1,1,1,1,1,0,1,1,2,1,1,1,0.639,0.196,0.65,0.62
1,1,2,1,1,2,0,2,1,0,0,0,2,0,2,0,0.366,0.177,0.658,0.356
1,2,0,1,0,2,0,1,1,0,1,0,1,1,1,1,0.521,0.103,0.843,0.339
2,0,1,0,0,2,1,0,0,1,2,1,1,0,1,0,0.48,0.248,0.826,0.479
1,1,2,1,1,2,2,2,2,2,1,1,0,2,2,0,0.878,0.812,0.971,0.72
2,1,2,2,0,2,0,0,0,2,0,1,0,1,1,0,0.495,0.349,0.918,0.628
0,0,0,1,2,2,0,0,1,1,1,2,2,1,0,1,0.549,0.163,0.669,0.454
2,2,1,2,0,1,1,0,0,1,1,2,1,2,1,0,0.464,0.169,0.629,0.475
1,1,2,2,0,2,1,2,0,2,1,1,0,1,1,2,0.754,0.492,0.908,0.624
2,0,0,2,2,1,2,2,1,2,1,0,1,0,1,1,0.663,0.514,0.341,0.507
1,2,0,2,2,0,0,2,0,1,2,1,1,0,0,0,0.278,0.409,0.326,0.366
0,0,1,0,2,2,1,0,1,1,0,2,0,2,2,0,0.533,0.17,0.843,0.717
0,0,0,2,0,2,0,1,2,0,2,1,0,1,0,0,0.546,0.505,0.621,0.627
1,0,0,1,0,0,0,1,2,2,2,0,0,1,1,0,0.682,0.598,0.564,0.826
2,2,1,1,1,0,2,0,2,2,0,0,2,0,0,0,0.312,0.502,0.239,0.365
2,1,0,1,0,0,1,0,1,2,2,1,0,2,0,1,0.755,0.506,0.564,0.839
2,2,0,0,1,1,0,0,0,0,2,0,1,1,0,1,0.348,0.255,0.394,0.245
1,2,0,2,0,0,0,1,2,2,0,1,1,2,1,2,0.545,0.486,0.606,0.473
1,1,2,2,0,2,1,1,2,0,2,0,0,0,0,0,0.417,0.344,0.474,0.375
1,1,1,1,2,0,1,2,2,1,2,0,1,2,1,2,0.726,0.579,0.542,0.593
0,1,1,0,1,0,2,0,0,1,1,0,2,0,1,0,0.228,0.188,0.252,0.482
2,2,0,0,2,2,1,0,0,0,0,2,2,2,1,2,0.435,0.179,0.93,0.332
1,0,1,2,0,2,1,1,1,2,2,0,2,2,0,0,0.536,0.415,0.609,0.245
0,0,1,0,1,1,2,2,2,0,0,2,0,2,0,2,0.666,0.657,0.37,0.745
1,2,2,2,2,2,2,2,1,2,2,2,2,1,0,0,0.535,0.846,0.775,0.14
0,0,2,1,1,1,0,1,2,1,2,1,2,1,1,0,0.58,0.51,0.512,0.619
2,1,0,1,2,2,0,2,0,1,1,1,0,0,0,0,0.591,0.241,0.677,0.735
1,1,2,1,0,2,2,0,1,1,2,0,2,1,0,1,0.581,0.416,0.691,0.214
0,2,1,0,0,1,2,2,0,0,2,1,2,0,0,2,0.412,0.584,0.252,0.33
1,0,0,2,1,0,2,1,0,1,1,2,1,0,2,0,0.442,0.27,0.451,0.606
2,0,2,2,1,1,1,0,0,0,0,2,0,1,2,1,0.512,0.198,0.628,0.754
1,0,1,2,1,2,1,0,1,0,1,2,1,0,2,1,0.533,0.082,0.759,0.469
1,0,0,1,1,0,2,2,1,2,0,2,0,1,2,1,0.871,0.648,0.677,0.959
2,0,1,2,2,2,0,0,1,1,0,2,1,2,0,1,0.477,0.199,0.766,0.362
0,2,2,0,2,1,0,2,1,1,1,2,1,1,1,2,0.435,0.351,0.551,0.382
2,1,2,2,0,1,2,1,1,2,1,2,2,2,1,2,0.711,0.49,0.63,0.453
2,1,0,1,1,2,1,0,1,2,2,1,1,2,0,1,0.726,0.487,0.835,0.474
0,0,1,0,1,1,2,0,0,1,2,1,1,1,1,1,0.594,0.492,0.545,0.604
1,1,2,1,1,2,0,1,1,1,0,2,2,1,2,1,0.63,0.198,0.958,0.466
2,0,0,1,0,2,1,0,0,1,1,2,1,2,0,0,0.527,0.164,0.836,0.471
0,1,1,2,2,2,0,0,2,0,2,1,0,1,1,0,0.574,0.514,0.727,0.697
1,1,1,1,2,1,2,0,1,1,1,1,2,2,2,0,0.695,0.352,0.695,0.753
2,1,1,2,0,0,2,0,1,1,1,0,2,1,2,2,0.541,0.278,0.451,0.498
2,2,0,2,1,0,0,0,1,2,0,2,0,2,0,0,0.384,0.335,0.423,0.623
0,1,0,2,2,1,2,0,1,2,0,2,0,1,1,0,0.626,0.495,0.448,0.833
2,0,2,1,0,0,1,0,0,2,2,1,1,1,0,0,0.459,0.496,0.539,0.504
0,0,1,1,2,0,2,2,2,2,0,1,0,1,0,1,0.744,0.835,0.41,0.82
0,0,1,2,1,1,1,2,0,0,0,1,0,1,0,0,0.449,0.351,0.297,0.698
1,1,2,2,2,0,2,2,0,2,2,0,1,2,2,2,0.579,0.739,0.48,0.354
2,1,0,2,2,1,1,2,0,0,2,2,0,0,0,0,0.528,0.435,0.299,0.706
0,2,0,0,0,1,2,0,1,2,0,0,2,0,0,2,0.277,0.325,0.073,0.248
1,0,2,2,0,0,2,0,0,2,1,2,2,1,2,0,0.435,0.522,0.619,0.498
2,1,0,1,2,0,1,2,2,0,0,2,0,0,1,1,0.688,0.407,0.553,0.985
1,0,0,0,2,0,2,1,1,1,1,2,2,0,0,0,0.427,0.268,0.408,0.508
1,0,1,0,1,1,2,0,2,0,2,1,2,0,0,2,0.56,0.585,0.384,0.494
0,0,2,1,0,1,0,0,0,2,1,0,2,2,1,1,0.464,0.248,0.416,0.465
2,0,2,1,0,2,2,2,2,0,0,0,1,0,2,2,0.569,0.486,0.705,0.377
2,1,2,2,1,2,2,0,1,2,2,0,1,0,1,0,0.467,0.514,0.566,0.235
2,0,2,0,1,1,2,1,1,2,2,2,1,2,1,2,0.737,0.679,0.679,0.48
2,2,0,2,2,1,2,2,0,0,0,2,2,1,1,2,0.559,0.516,0.572,0.467
1,0,2,0,0,1,2,1,0,0,2,2,1,1,1,2,0.598,0.516,0.646,0.499
2,2,0,1,0,2,1,1,1,0,1,0,1,2,1,1,0.554,0.116,0.814,0.36
1,0,0,1,0,2,1,0,1,0,1,1,0,2,0,1,0.701,0.183,0.835,0.743
1,0,1,2,0,0,1,1,0,2,0,2,1,0,0,0,0.315,0.246,0.318,0.453
0,2,1,1,2,1,0,1,1,2,2,0,2,1,0,0,0.39,0.431,0.214,0.35
2,2,1,0,1,1,0,0,1,1,1,2,1,1,2,1,0.537,0.182,0.664,0.482
1,0,1,2,0,1,1,1,1,2,2,0,1,0,2,0,0.511,0.33,0.282,0.506
1,0,0,0,1,1,2,0,0,1,1,1,2,2,2,1,0.647,0.354,0.666,0.58
0,0,1,0,0,1,0,2,0,1,1,1,0,1,2,2,0.651,0.334,0.556,0.845
0,0,2,1,1,2,0,0,2,0,1,0,0,0,0,1,0.364,0.191,0.35,0.463
2,2,1,1,0,1,2,1,1,0,1,1,1,1,1,2,0.707,0.362,0.656,0.598
0,2,1,2,2,0,2,2,2,0,0,1,2,0,2,0,0.343,0.6,0.278,0.505
2,0,1,0,0,1,1,1,0,1,0,0,1,2,2,2,0.539,0.091,0.518,0.494
0,0,2,2,1,1,1,1,0,2,2,2,0,2,0,0,0.488,0.497,0.34,0.576
1,2,1,2,2,0,0,0,1,1,0,0,2,0,1,0,0.185,0.027,0.289,0.381
2,0,0,2,2,0,2,1,2,2,1,0,0,2,1,2,0.731,0.588,0.478,0.727
0,0,1,0,2,1,0,2,2,2,2,1,1,2,1,0,0.637,0.829,0.502,0.583
1,0,2,2,1,0,0,1,0,0,1,1,0,0,2,2,0.396,0.086,0.426,0.751
0,2,1,1,0,2,2,0,2,1,0,2,1,1,1,0,0.53,0.491,0.846,0.459
2,0,2,1,0,1,1,2,0,2,2,1,0,0,0,2,0.685,0.593,0.41,0.747
0,2,0,2,0,1,1,0,2,1,2,2,0,1,1,2,0.659,0.522,0.429,0.707
1,0,1,0,2,2,1,1,0,0,2,0,2,2,2,1,0.579,0.273,0.835,0.338
1,0,0,0,0,0,0,2,1,1,1,2,2,1,0,2,0.532,0.345,0.555,0.483
2,0,1,0,2,0,2,2,2,2,2,1,0,0,1,1,0.826,0.925,0.522,0.831
0,2,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.322,0.08,0.234,0.448
2,2,2,1,1,1,1,0,2,0,0,0,0,1,1,2,0.543,0.259,0.537,0.579
1,1,1,1,0,1,0,1,0,2,1,1,2,1,0,1,0.642,0.333,0.52,0.619
2,2,1,0,0,0,2,1,2,1,0,2,2,0,2,2,0.487,0.411,0.547,0.474
2,2,2,2,0,1,0,1,1,1,1,0,1,1,1,1,0.389,0.117,0.445,0.247
2,1,0,2,1,1,2,0,0,1,0,0,2,1,2,2,0.527,0.25,0.451,0.452
2,1,0,0,0,2,0,2,2,1,2,1,2,1,0,1,0.694,0.684,0.811,0.332
0,1,2,0,1,2,1,0,0,2,1,0,0,2,0,0,0.333,0.272,0.497,0.353
0,2,2,1,2,0,0,1,0,1,0,0,1,1,2,1,0.232,0.078,0.377,0.364
1,1,0,0,2,1,2,2,1,1,1,0,0,1,2,0,0.698,0.414,0.504,0.745
0,0,0,1,0,1,2,2,1,1,2,1,0,2,1,2,0.897,0.686,0.558,0.95
1,1,2,1,2,1,2,1,0,0,1,0,0,0,2,0,0.498,0.175,0.405,0.752
0,0,0,0,1,1,0,1,1,2,2,2,2,0,0,1,0.482,0.443,0.216,0.479
0,1,2,0,1,2,0,2,0,0,1,0,0,0,2,1,0.355,0.179,0.51,0.452
1,0,1,0,1,0,2,2,0,2,0,2,1,2,1,1,0.644,0.688,0.662,0.594
0,1,1,0,1,1,0,0,1,0,2,1,2,0,0,2,0.35,0.261,0.27,0.455
1,1,1,1,2,2,2,1,0,1,0,0,1,1,0,2,0.573,0.241,0.671,0.371
0,0,2,2,0,2,0,2,1,2,1,1,0,0,0,0,0.404,0.415,0.439,0.467
0,2,1,1,2,1,1,0,1,0,2,2,0,0,2,1,0.567,0.257,0.393,0.873
2,1,1,0,2,0,0,0,2,1,2,2,1,1,2,1,0.607,0.505,0.662,0.58
2,0,2,1,1,1,0,0,0,2,2,2,0,1,0,2,0.647,0.512,0.511,0.721
0,0,1,0,0,2,2,1,0,1,1,1,1,0,0,0,0.363,0.274,0.561,0.38
1,1,2,0,2,2,2,2,2,1,2,0,2,2,1,1,0.688,0.766,0.804,0.225
1,2,2,2,2,0,1,0,1,0,0,2,2,0,0,2,0.161,0.108,0.286,0.219
1,1,0,0,2,0,2,1,0,1,2,1,2,0,2,0,0.499,0.417,0.561,0.624
1,0,2,2,1,0,0,0,1,0,2,0,1,1,0,2,0.271,0.279,0.281,0.244
1,1,2,2,0,1,1,2,0,0,2,2,1,0,1,0,0.462,0.421,0.472,0.494
1,2,0,1,1,2,2,0,1,1,1,1,0,1,0,1,0.696,0.358,0.854,0.604
1,2,0,1,0,1,1,1,0,1,2,1,0,1,2,2,0.797,0.359,0.688,0.867
1,1,2,0,1,0,2,0,2,1,0,1,0,1,1,0,0.533,0.497,0.688,0.702
2,1,1,1,0,0,2,1,1,2,0,1,2,0,2,2,0.657,0.411,0.521,0.729
2,1,2,1,1,2,1,0,1,2,0,0,2,2,0,0,0.391,0.268,0.695,0.259
0,1,2,1,0,1,0,0,2,1,1,0,1,0,0,2,0.342,0.168,0.112,0.372
1,1,0,1,0,1,0,1,0,1,2,1,1,2,1,0,0.634,0.36,0.643,0.737
1,0,2,2,0,1,1,2,2,1,0,1,0,1,2,0,0.674,0.494,0.601,0.722
1,2,0,1,0,2,2,2,2,1,1,0,1,1,0,1,0.667,0.583,0.672,0.235
2,0,0,0,2,0,0,2,2,0,1,1,2,1,2,2,0.628,0.512,0.707,0.607
1,0,0,2,2,2,1,2,2,0,0,1,2,1,2,0,0.6,0.497,0.861,0.458
2,0,2,2,0,1,1,2,0,1,1,0,0,1,1,2,0.594,0.276,0.422,0.579
0,0,1,1,2,0,1,2,1,1,0,0,0,0,0,0,0.375,0.198,0.125,0.719
0,1,1,1,0,2,0,2,1,2,1,1,0,1,2,0,0.751,0.514,0.796,0.854
1,0,0,2,2,0,1,2,2,2,1,1,2,1,1,0,0.661,0.674,0.615,0.574
2,1,2,1,1,0,2,1,0,2,0,2,1,2,0,2,0.548,0.523,0.508,0.455
1,2,1,2,0,1,1,2,2,0,0,1,2,1,1,2,0.598,0.494,0.629,0.486
0,1,1,0,2,1,1,2,1,1,2,2,2,2,1,2,0.692,0.488,0.565,0.581
2,2,1,1,1,1,2,1,0,2,0,1,2,1,0,0,0.538,0.49,0.498,0.461
2,0,2,2,0,1,2,1,1,1,1,0,1,0,1,2,0.502,0.181,0.331,0.356
1,1,2,1,1,1,2,1,2,0,0,1,1,0,0,2,0.545,0.418,0.406,0.45
2,1,1,1,0,2,0,2,0,2,1,0,2,1,2,2,0.711,0.426,0.843,0.451
1,1,2,2,1,2,1,0,0,0,2,1,0,1,1,2,0.6,0.352,0.912,0.627
1,1,2,0,1,2,2,1,0,0,0,0,0,2,1,2,0.532,0.256,0.823,0.495
1,1,2,2,2,2,1,2,0,2,1,1,0,1,0,0,0.573,0.502,0.766,0.504
0,1,1,1,1,2,0,1,1,2,1,2,2,1,2,2,0.692,0.325,0.854,0.576
2,0,1,0,2,2,0,0,1,2,0,1,1,2,2,1,0.627,0.352,0.956,0.484
2,0,2,1,1,0,0,0,1,2,1,0,0,2,1,1,0.583,0.253,0.556,0.714
1,0,0,2,1,1,0,1,2,2,2,2,0,1,0,2,0.757,0.657,0.479,0.729
2,1,0,1,2,1,2,0,1,0,2,2,1,0,0,2,0.613,0.427,0.393,0.58
2,2,1,2,2,0,2,1,2,0,1,0,2,2,1,2,0.478,0.409,0.487,0.363
2,2,2,2,1,0,2,1,0,1,1,1,1,0,0,2,0.281,0.278,0.315,0.252
1,0,0,2,2,0,0,0,0,2,1,0,1,2,2,2,0.458,0.277,0.421,0.468
1,0,1,1,0,2,2,2,1,2,1,0,0,1,0,1,0.817,0.588,0.683,0.615
0,0,1,1,0,1,1,1,2,2,1,2,0,1,1,1,0.843,0.492,0.505,0.967
0,1,2,0,1,0,1,1,1,2,0,2,2,2,1,1,0.466,0.357,0.541,0.454
0,2,2,2,1,2,2,2,2,1,2,2,1,0,1,2,0.547,0.733,0.578,0.262
2,1,1,1,1,2,1,0,2,0,0,1,2,1,1,0,0.618,0.349,0.984,0.596
2,1,1,0,1,2,2,0,2,1,0,0,1,1,0,1,0.543,0.409,0.672,0.231
2,0,2,2,1,0,0,2,1,0,2,0,2,0,0,0,0.199,0.352,0.136,0.229
0,2,1,0,2,2,0,2,2,0,0,1,0,1,2,0,0.507,0.486,0.825,0.601
2,1,2,2,1,2,1,1,0,2,2,1,1,0,2,0,0.483,0.441,0.772,0.37
2,2,1,2,1,2,0,2,2,2,1,2,1,2,0,0,0.524,0.665,0.722,0.214
2,2,1,1,0,1,2,1,2,2,1,2,2,0,2,2,0.721,0.596,0.542,0.58
2,2,0,0,0,2,2,2,1,2,1,1,2,1,0,0,0.569,0.649,0.788,0.215
1,2,1,0,2,0,1,1,1,2,0,1,0,1,2,0,0.547,0.332,0.69,0.754
1,2,2,1,1,2,0,1,1,2,2,2,0,2,1,0,0.674,0.506,0.943,0.619
0,1,1,2,0,1,0,1,0,0,2,1,2,1,2,1,0.545,0.348,0.46,0.572
1,0,2,1,0,0,0,2,0,0,1,1,1,0,0,2,0.358,0.253,0.392,0.48
0,2,1,1,2,1,0,1,0,2,2,1,0,1,0,1,0.601,0.493,0.368,0.741
1,2,1,0,0,0,1,0,2,1,1,0,0,0,2,0,0.356,0.196,0.363,0.586
1,2,1,2,1,2,0,2,0,0,2,1,0,1,2,1,0.663,0.492,0.903,0.596
1,2,0,2,1,1,1,1,2,0,1,2,1,1,2,0,0.513,0.341,0.627,0.495
0,1,2,0,1,2,1,1,2,1,2,0,1,2,2,2,0.513,0.433,0.695,0.255
2,2,1,2,1,0,1,1,1,0,2,1,1,0,1,0,0.371,0.264,0.472,0.502
2,0,2,2,1,1,1,1,0,1,1,1,2,0,2,0,0.415,0.094,0.456,0.508
0,0,1,1,2,0,0,1,1,2,0,1,0,0,2,0,0.484,0.247,0.406,0.963
2,0,2,1,0,2,0,1,2,1,2,2,1,2,0,1,0.636,0.523,0.84,0.334
1,1,0,0,2,2,2,1,2,1,0,1,0,1,0,2,0.733,0.505,0.796,0.575
2,2,0,2,0,0,2,0,1,1,1,2,1,2,1,0,0.436,0.346,0.607,0.485
1,2,1,0,1,1,2,0,1,0,2,0,1,0,1,2,0.466,0.356,0.392,0.349
2,0,2,0,2,2,0,0,1,0,2,0,0,2,1,0,0.444,0.275,0.792,0.475
1,1,0,0,2,1,1,0,1,0,2,2,2,0,1,1,0.57,0.244,0.518,0.627
2,1,1,1,1,1,0,0,1,0,0,2,2,1,1,1,0.628,0.171,0.702,0.752
0,0,2,0,0,0,0,0,1,1,0,1,1,2,0,1,0.257,0.197,0.418,0.378
2,0,2,0,1,2,0,1,1,1,2,0,0,2,2,0,0.512,0.264,0.833,0.494
1,1,0,0,2,2,2,0,1,2,0,2,2,1,1,2,0.681,0.489,0.929,0.504
2,0,1,2,1,2,0,2,1,0,0,1,0,0,0,2,0.523,0.275,0.635,0.603
1,2,2,1,2,1,1,2,0,2,1,0,2,0,2,2,0.507,0.344,0.382,0.326
2,0,0,2,0,1,1,1,2,2,1,1,1,2,2,1,0.773,0.521,0.621,0.582
2,1,2,2,2,2,0,0,2,1,2,2,1,2,2,0,0.54,0.488,0.917,0.339
1,1,2,2,2,1,1,0,2,2,1,2,1,2,0,2,0.569,0.512,0.492,0.332
2,1,2,1,2,0,0,2,1,0,0,0,1,0,0,0,0.201,0.161,0.228,0.353
2,0,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0.397,0.105,0.516,0.708
2,2,1,0,0,0,0,1,1,1,2,0,2,1,1,1,0.457,0.263,0.525,0.365
2,0,1,0,1,2,1,0,1,0,0,0,2,2,1,2,0.474,0.087,0.814,0.383
1,1,0,0,2,2,1,2,0,2,0,1,2,1,2,2,0.698,0.525,0.949,0.471
2,1,2,2,1,1,0,0,0,1,1,2,0,0,2,1,0.482,0.082,0.487,0.713
1,2,0,0,2,0,1,0,2,2,2,1,1,2,2,2,0.607,0.651,0.658,0.49
0,0,0,0,2,2,2,0,0,0,2,0,0,0,2,1,0.498,0.322,0.516,0.623
0,0,2,2,0,1,0,0,2,0,1,1,2,1,0,0,0.281,0.335,0.282,0.375
1,0,0,2,2,2,2,1,1,2,0,0,0,2,1,2,0.734,0.435,0.775,0.577
2,2,2,1,0,1,1,0,0,2,1,2,2,2,1,2,0.572,0.361,0.702,0.469
2,0,2,2,2,1,1,0,1,0,0,1,0,1,0,1,0.508,0.172,0.445,0.572
0,2,0,2,0,1,1,0,1,0,1,1,0,1,1,1,0.543,0.178,0.442,0.709
1,1,2,1,2,1,2,1,1,1,1,1,0,1,1,1,0.804,0.36,0.667,0.861
1,2,1,2,2,1,1,1,0,1,1,0,1,2,1,2,0.504,0.101,0.441,0.379
2,1,2,2,2,0,1,0,0,1,1,2,2,1,1,0,0.379,0.16,0.59,0.497
2,0,0,2,2,0,1,2,2,0,1,1,2,2,0,2,0.575,0.517,0.488,0.449
2,0,1,2,2,0,2,0,2,2,2,0,0,2,1,1,0.742,0.742,0.425,0.708
0,1,1,2,1,0,2,2,2,1,2,0,1,0,2,0,0.458,0.663,0.183,0.484
0,1,0,0,1,0,0,2,2,1,2,1,1,1,0,0,0.453,0.681,0.392,0.467
2,2,1,0,2,2,0,0,1,1,2,1,1,2,0,0,0.394,0.334,0.846,0.222
2,2,0,2,1,2,0,2,2,2,1,0,1,0,1,0,0.465,0.523,0.597,0.26
2,1,0,2,1,0,1,1,1,1,2,1,0,2,2,1,0.755,0.347,0.584,0.848
0,1,1,1,2,2,2,2,2,0,2,1,2,1,1,0,0.719,0.818,0.81,0.581
1,0,2,0,1,1,0,0,2,2,2,2,0,2,2,0,0.654,0.654,0.689,0.717
0,0,1,2,2,1,0,1,0,0,2,0,2,0,0,2,0.283,0.189,0.008,0.343
0,2,2,2,1,1,2,2,2,0,2,2,1,2,0,1,0.504,0.812,0.345,0.259
1,1,0,2,0,1,1,1,1,1,1,2,2,1,2,2,0.696,0.195,0.592,0.618
0,1,2,0,2,1,2,1,2,1,0,2,2,2,0,0,0.4,0.521,0.41,0.334
0,2,0,2,0,1,1,2,2,1,1,0,0,2,0,2,0.531,0.415,0.181,0.457
0,1,0,1,2,0,1,2,2,0,2,2,1,1,2,2,0.678,0.675,0.519,0.697
0,0,2,2,1,2,2,1,0,2,1,1,2,2,2,0,0.51,0.523,0.749,0.345
2,1,1,1,2,0,0,1,1,2,2,0,2,0,2,2,0.555,0.358,0.35,0.597
1,2,1,2,2,1,0,2,0,1,0,0,1,0,0,0,0.202,0.164,0.178,0.232
1,0,2,0,0,2,0,0,0,2,0,2,2,2,0,0,0.335,0.357,0.792,0.261
0,2,2,0,2,1,0,0,2,1,2,2,0,2,2,2,0.547,0.52,0.501,0.612
0,1,2,2,1,2,1,2,2,0,1,0,2,1,1,0,0.414,0.404,0.627,0.246
2,0,1,2,0,2,1,1,2,0,1,1,1,0,0,2,0.536,0.262,0.579,0.383
0,0,2,2,2,2,1,2,0,0,0,0,1,1,0,2,0.278,0.26,0.445,0.12
2,0,0,2,1,1,1,1,2,1,2,0,0,0,0,0,0.52,0.339,0.142,0.583
1,2,0,2,1,2,0,1,1,2,1,2,0,2,0,1,0.617,0.345,0.728,0.507
2,1,2,0,0,1,0,2,0,2,1,1,2,0,0,0,0.382,0.424,0.389,0.359
1,2,2,0,2,1,1,0,1,2,2,1,0,2,0,1,0.578,0.516,0.523,0.464
1,0,2,1,2,1,2,1,2,2,0,1,2,2,1,1,0.774,0.681,0.666,0.572
1,0,2,2,2,1,0,0,0,0,2,0,1,1,0,2,0.314,0.273,0.334,0.22
0,2,1,1,0,1,0,0,1,2,2,1,2,1,2,2,0.594,0.519,0.521,0.626
1,0,0,2,0,2,1,1,1,2,1,0,0,0,1,2,0.636,0.186,0.619,0.614
1,0,0,1,2,1,0,1,2,2,1,0,0,1,1,1,0.801,0.443,0.501,0.846
0,1,0,0,0,2,1,0,2,0,0,0,1,2,2,0,0.367,0.274,0.674,0.377
2,0,0,2,2,2,2,1,0,2,2,1,0,2,1,2,0.86,0.652,0.899,0.721
2,1,1,1,2,1,1,2,2,0,1,1,0,0,0,1,0.723,0.425,0.394,0.837
0,1,2,2,1,2,1,2,1,2,1,0,2,1,0,2,0.463,0.418,0.476,0.135
2,1,2,0,1,0,0,2,2,1,1,1,1,2,1,2,0.588,0.506,0.661,0.479
1,2,0,1,0,2,1,2,1,0,2,1,0,1,2,2,0.83,0.502,0.947,0.752
0,2,0,2,2,1,1,2,1,2,0,0,2,0,2,2,0.42,0.327,0.17,0.327
0,1,2,2,2,2,0,0,1,1,2,2,2,2,1,2,0.484,0.333,0.724,0.365
2,0,2,2,0,0,2,0,2,0,1,2,0,1,2,2,0.631,0.523,0.616,0.709
0,1,2,2,2,2,1,0,0,0,1,2,1,1,2,1,0.416,0.178,0.76,0.364
0,1,1,1,2,0,2,1,0,1,2,1,2,2,1,0,0.556,0.492,0.516,0.728
0,2,1,2,0,2,0,0,1,0,2,0,0,1,0,1,0.373,0.261,0.435,0.383
2,0,1,2,2,1,1,0,2,1,1,1,0,2,2,1,0.776,0.349,0.597,0.832
1,0,2,2,0,2,2,1,1,0,1,1,0,2,0,0,0.542,0.34,0.73,0.47
2,1,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0.437,0.199,0.371,0.748
